

 F
+----------------+-----+----------+-----+-----+-----+-----+----+-----+-----+
|     Phrase     |  F  | Othermax |  A  |  I  |  LR |  R  | SO |  SP |  SS |
|       "       | 124 |   101    | 101 |  73  |  15 |  20 |  33 |  4  |  79 |
|     right     |  13 |    22    |  21 |  3   |  1  |  13 |  22 |  1  |  3  |
|  Commissioner |  37 |    17    |  11 |  17  |  4  |  7  |  2  |  5  |  7  |
|  shareholder  |  22 |    16    |  16 |  4   |  0  |  0  |  6  |  0  |  13 |
|       3       |  75 |   164    |  87 | 164  |  14 |  44 |  46 |  33 |  92 |
|      SCC      |  11 |    2     |  2  |  0   |  0  |  0  |  1  |  0  |  0  |
|    business   |  16 |    13    |  8  |  13  |  3  |  12 |  2  |  1  |  10 |
|     given     |  11 |    14    |  14 |  12  |  1  |  7  |  7  |  1  |  7  |
|    certain    |  13 |    9     |  8  |  9   |  0  |  5  |  2  |  4  |  7  |
|      must     |  12 |    16    |  16 |  3   |  2  |  3  |  9  |  1  |  5  |
|     found     |  13 |    9     |  6  |  8   |  0  |  7  |  9  |  4  |  2  |
|     goods     |  12 |    55    |  55 |  13  |  2  |  3  |  1  |  1  |  28 |
|     India     |  18 |    21    |  17 |  21  |  3  |  3  |  6  |  0  |  12 |
|      one      |  65 |    84    |  43 |  84  |  13 |  36 |  39 |  12 |  42 |
|      part     |  37 |   107    |  67 | 107  |  8  |  83 |  54 |  4  |  50 |
|     matter    |  13 |    11    |  11 |  5   |  0  |  7  |  5  |  2  |  5  |
|     value     |  10 |    46    |  46 |  22  |  5  |  9  |  2  |  1  |  23 |
|      test     |  12 |    9     |  9  |  6   |  0  |  5  |  1  |  0  |  0  |
|     seats     |  10 |    16    |  5  |  16  |  4  |  0  |  6  |  0  |  0  |
|    support    |  11 |    4     |  3  |  2   |  1  |  3  |  4  |  2  |  0  |
|      Lord     |  12 |    1     |  0  |  0   |  1  |  0  |  0  |  0  |  0  |
|  partnership  |  11 |    38    |  21 |  38  |  3  |  35 |  0  |  2  |  9  |
|     import    |  12 |    13    |  10 |  1   |  2  |  5  |  2  |  2  |  13 |
|     S.C.R.    |  9  |    1     |  0  |  1   |  0  |  1  |  0  |  1  |  0  |
| consideration |  10 |    17    |  17 |  10  |  4  |  10 |  13 |  4  |  9  |
|      duty     |  12 |    15    |  15 |  8   |  0  |  3  |  4  |  0  |  4  |
|    judgment   |  13 |    29    |  18 |  12  |  8  |  8  |  29 |  1  |  2  |
|      per      |  50 |   101    |  64 | 101  |  8  |  31 |  65 |  4  |  81 |
|   admission   |  12 |    29    |  29 |  21  |  4  |  2  |  5  |  0  |  0  |
|   questions   |  9  |    9     |  4  |  5   |  3  |  3  |  9  |  6  |  0  |
|     nature    |  9  |    9     |  9  |  6   |  3  |  2  |  9  |  3  |  0  |
|    courses    |  10 |    11    |  11 |  9   |  0  |  1  |  6  |  0  |  1  |
|      50%      |  9  |    16    |  16 |  13  |  2  |  2  |  1  |  0  |  0  |
|     think     |  8  |    5     |  2  |  1   |  3  |  0  |  5  |  0  |  1  |
|    section    |  10 |    40    |  6  |  26  |  6  |  13 |  31 |  0  |  40 |
|     within    |  8  |    8     |  6  |  6   |  0  |  3  |  8  |  4  |  4  |
|      give     |  20 |    19    |  19 |  18  |  3  |  9  |  13 |  2  |  9  |
|   following   |  8  |    9     |  6  |  9   |  1  |  1  |  0  |  0  |  5  |
|     unless    |  8  |    5     |  5  |  1   |  0  |  1  |  1  |  2  |  1  |
|    Pradesh    |  9  |    6     |  1  |  3   |  3  |  1  |  6  |  0  |  2  |
|       1       | 252 |   572    | 241 | 572  |  80 | 140 | 129 |  95 | 145 |
|    payment    |  8  |    24    |  16 |  8   |  0  |  4  |  6  |  0  |  24 |
|     rural     |  8  |    1     |  0  |  1   |  0  |  0  |  0  |  0  |  0  |
|   aforesaid   |  8  |    13    |  12 |  13  |  0  |  0  |  7  |  0  |  0  |
|      loan     |  9  |    10    |  3  |  5   |  0  |  0  |  0  |  0  |  10 |
|     number    |  8  |    14    |  4  |  14  |  1  |  3  |  4  |  0  |  1  |
|    relevant   |  11 |    12    |  12 |  10  |  1  |  8  |  5  |  3  |  6  |
|    carrying   |  9  |    3     |  2  |  3   |  1  |  0  |  1  |  1  |  2  |
|      cut      |  19 |    28    |  10 |  28  |  3  |  16 |  21 |  8  |  4  |
|      said     |  20 |    49    |  24 |  49  |  4  |  13 |  28 |  0  |  13 |
|      view     |  14 |    25    |  17 |  10  |  3  |  16 |  25 |  2  |  2  |
|      Ltd.     |  8  |    11    |  2  |  11  |  0  |  1  |  3  |  1  |  2  |
|      land     |  25 |    22    |  11 |  22  |  21 |  22 |  19 |  0  |  4  |
|    observed   |  12 |    7     |  0  |  4   |  2  |  7  |  2  |  1  |  0  |
|     power     |  9  |    21    |  21 |  6   |  5  |  6  |  12 |  1  |  12 |
|      SCR      |  8  |    2     |  2  |  0   |  0  |  0  |  1  |  0  |  0  |
|      may      |  7  |    41    |  26 |  20  |  2  |  8  |  24 |  3  |  41 |
|    interest   |  9  |    19    |  8  |  19  |  2  |  4  |  9  |  2  |  14 |
| circumstances |  8  |    11    |  8  |  3   |  1  |  6  |  11 |  2  |  2  |
|    meaning    |  8  |    4     |  4  |  1   |  1  |  3  |  2  |  0  |  1  |
|    statute    |  7  |    1     |  1  |  0   |  0  |  0  |  0  |  1  |  0  |
|     stated    |  8  |    22    |  5  |  22  |  0  |  5  |  3  |  0  |  2  |
|     Kumar     |  8  |    14    |  10 |  10  |  0  |  14 |  1  |  0  |  0  |
|      Lal      |  9  |    4     |  3  |  4   |  0  |  1  |  0  |  0  |  0  |
|      make     |  7  |    9     |  9  |  7   |  0  |  3  |  5  |  0  |  6  |
|    contract   |  16 |    20    |  20 |  2   |  2  |  2  |  1  |  5  |  7  |
|      etc.     |  10 |    10    |  10 |  6   |  0  |  0  |  0  |  1  |  1  |
|     order     |  8  |    46    |  42 |  46  |  15 |  25 |  37 |  3  |  18 |
|     areas     |  8  |    7     |  2  |  7   |  1  |  0  |  0  |  0  |  0  |
|       J.      |  15 |    4     |  0  |  4   |  0  |  0  |  0  |  0  |  0  |
|    profits    |  10 |    13    |  6  |  11  |  0  |  12 |  2  |  3  |  13 |
|      law.     |  10 |    6     |  5  |  2   |  1  |  3  |  6  |  2  |  0  |
|      Dr.      |  7  |    8     |  7  |  8   |  0  |  0  |  0  |  0  |  0  |
|  examination  |  8  |    33    |  33 |  32  |  0  |  4  |  2  |  0  |  0  |
|     excise    |  7  |    3     |  3  |  1   |  0  |  0  |  0  |  0  |  0  |
|     Bombay    |  8  |    5     |  2  |  5   |  2  |  3  |  1  |  0  |  1  |
|     Crown     |  7  |    3     |  0  |  0   |  0  |  0  |  0  |  0  |  3  |
|   Committee   |  6  |    27    |  8  |  27  |  0  |  0  |  24 |  0  |  1  |
|    Council    |  6  |    11    |  11 |  3   |  0  |  0  |  2  |  0  |  1  |
|    consider   |  25 |    40    |  27 |  26  |  4  |  18 |  40 |  9  |  13 |
|     effect    |  6  |    17    |  7  |  17  |  3  |  2  |  12 |  3  |  9  |
|       80      |  14 |    27    |  1  |  27  |  3  |  2  |  6  |  1  |  1  |
|     case,     |  6  |    11    |  4  |  4   |  2  |  1  |  11 |  0  |  1  |
|     though    |  8  |    6     |  3  |  3   |  0  |  4  |  6  |  6  |  0  |
|     favour    |  6  |    6     |  1  |  6   |  0  |  6  |  2  |  0  |  1  |
|    followed   |  6  |    3     |  3  |  1   |  0  |  0  |  1  |  0  |  0  |
|     Bench     |  7  |    13    |  8  |  6   |  3  |  13 |  6  |  0  |  0  |
|     Union     |  6  |    3     |  3  |  1   |  1  |  2  |  1  |  0  |  0  |
|    transfer   |  8  |    17    |  4  |  17  |  0  |  4  |  4  |  0  |  2  |
|     lease     |  7  |    13    |  4  |  13  |  1  |  6  |  10 |  0  |  2  |
|    (supra)    |  7  |    9     |  5  |  1   |  0  |  1  |  9  |  0  |  0  |
|      date     |  27 |    78    |  53 |  78  |  11 |  19 |  31 |  0  |  14 |
|    material   |  11 |    26    |  26 |  10  |  2  |  2  |  9  |  2  |  9  |
|     person    |  7  |    21    |  21 |  13  |  3  |  3  |  8  |  1  |  20 |
|    without    |  6  |    11    |  5  |  11  |  1  |  5  |  10 |  1  |  9  |
|    purpose    |  11 |    15    |  13 |  15  |  7  |  4  |  12 |  2  |  9  |
|      is,      |  6  |    12    |  12 |  4   |  1  |  2  |  8  |  0  |  3  |
|      came     |  6  |    14    |  3  |  14  |  0  |  4  |  3  |  1  |  0  |
|   considered  |  6  |    17    |  8  |  9   |  0  |  4  |  17 |  5  |  1  |
|    another    |  7  |    7     |  2  |  7   |  0  |  0  |  2  |  0  |  5  |
|      Act,     |  6  |    26    |  17 |  17  |  8  |  2  |  7  |  0  |  26 |
|     amount    |  8  |    58    |  58 |  18  |  2  |  10 |  5  |  2  |  37 |
|      Ors.     |  14 |    6     |  6  |  0   |  0  |  0  |  2  |  0  |  0  |
|     total     |  6  |    12    |  5  |  12  |  2  |  1  |  2  |  1  |  1  |
|    adopted    |  6  |    2     |  2  |  0   |  1  |  0  |  0  |  0  |  0  |
|      U.P.     |  7  |    1     |  1  |  1   |  0  |  0  |  0  |  0  |  0  |
|    obtained   |  6  |    6     |  2  |  6   |  0  |  3  |  1  |  0  |  1  |
|    general    |  6  |    9     |  9  |  9   |  1  |  0  |  1  |  0  |  2  |
|   selection   |  7  |    11    |  11 |  6   |  0  |  0  |  2  |  0  |  0  |
|      T.C.     |  6  |    0     |  0  |  0   |  0  |  0  |  0  |  0  |  0  |
|      true     |  7  |    5     |  1  |  5   |  2  |  2  |  1  |  1  |  0  |
|      say      |  10 |    4     |  4  |  3   |  0  |  1  |  3  |  1  |  2  |
|     course    |  18 |    18    |  18 |  18  |  1  |  1  |  11 |  0  |  7  |
| determination |  7  |    5     |  5  |  2   |  1  |  0  |  1  |  4  |  1  |
|  disciplines  |  6  |    2     |  2  |  0   |  0  |  0  |  0  |  0  |  0  |
|    entrance   |  6  |    14    |  14 |  4   |  0  |  1  |  1  |  0  |  0  |
|     Ors.,     |  6  |    2     |  2  |  0   |  0  |  0  |  0  |  0  |  0  |
|    undrawn    |  6  |    0     |  0  |  0   |  0  |  0  |  0  |  0  |  0  |
|    licence    |  11 |    25    |  25 |  5   |  0  |  3  |  0  |  0  |  10 |
|      mere     |  9  |    8     |  8  |  3   |  1  |  2  |  2  |  4  |  2  |
|   provision   |  10 |    46    |  23 |  13  |  5  |  2  |  19 |  2  |  46 |
|  transaction  |  6  |    4     |  1  |  0   |  0  |  1  |  0  |  2  |  4  |
|   Income-tax  |  8  |    20    |  7  |  20  |  4  |  5  |  2  |  0  |  10 |
|      sale     |  10 |    25    |  20 |  25  |  2  |  16 |  16 |  3  |  14 |
|  agricultural |  12 |    12    |  6  |  2   |  12 |  1  |  5  |  0  |  1  |
|      Co.      |  7  |    3     |  0  |  3   |  0  |  0  |  1  |  1  |  1  |
|    context    |  6  |    2     |  2  |  0   |  1  |  0  |  0  |  0  |  0  |
|    respect    |  8  |    20    |  10 |  20  |  2  |  8  |  12 |  1  |  18 |
|     ground    |  6  |    12    |  10 |  10  |  2  |  12 |  8  |  1  |  2  |
|    Revenue    |  6  |    7     |  7  |  6   |  0  |  5  |  1  |  1  |  3  |
|    dividend   |  11 |    6     |  0  |  0   |  0  |  0  |  0  |  0  |  6  |
|      sum      |  7  |    18    |  6  |  18  |  1  |  7  |  10 |  1  |  4  |
|   individual  |  6  |    7     |  3  |  7   |  0  |  7  |  0  |  0  |  6  |
|    company.   |  6  |    1     |  0  |  0   |  0  |  0  |  0  |  0  |  1  |
|   registered  |  6  |    6     |  5  |  6   |  0  |  1  |  3  |  0  |  4  |
|    required   |  6  |    12    |  3  |  12  |  0  |  4  |  9  |  1  |  1  |
|      pay      |  13 |    40    |  40 |  29  |  0  |  15 |  12 |  0  |  36 |
|      time     |  6  |    31    |  19 |  31  |  2  |  13 |  13 |  0  |  14 |
|      cent     |  12 |    13    |  2  |  6   |  0  |  4  |  4  |  0  |  13 |
|     basis     |  6  |    26    |  9  |  26  |  1  |  4  |  11 |  1  |  6  |
|     merit     |  6  |    13    |  11 |  13  |  0  |  0  |  6  |  0  |  0  |
|     shares    |  6  |    13    |  13 |  12  |  0  |  2  |  4  |  3  |  11 |
|     fact.     |  6  |    2     |  0  |  1   |  0  |  1  |  0  |  2  |  0  |
|    resident   |  7  |    4     |  3  |  4   |  0  |  0  |  0  |  0  |  2  |
|     degree    |  8  |    7     |  2  |  7   |  0  |  0  |  0  |  0  |  0  |
|     trade     |  7  |    1     |  1  |  0   |  0  |  0  |  0  |  0  |  0  |
|     point     |  11 |    13    |  13 |  13  |  1  |  3  |  7  |  3  |  0  |
|       1,      |  11 |    44    |  11 |  44  |  4  |  6  |  12 |  3  |  8  |
|       S.      |  22 |    15    |  8  |  15  |  1  |  2  |  8  |  1  |  1  |
|     Scheme    |  6  |    11    |  11 |  1   |  0  |  2  |  0  |  5  |  4  |
|    auction    |  8  |    23    |  23 |  13  |  0  |  2  |  21 |  1  |  0  |
|      set      |  16 |    28    |  13 |  19  |  5  |  9  |  28 |  3  |  13 |
|     words     |  9  |    8     |  8  |  2   |  1  |  4  |  4  |  0  |  2  |
|      tax      |  22 |    55    |  55 |  44  |  8  |  9  |  8  |  1  |  53 |
|     clear     |  6  |    21    |  21 |  7   |  2  |  1  |  10 |  0  |  3  |
|  respondents  |  6  |    23    |  22 |  23  |  3  |  7  |  6  |  4  |  0  |
|     forest    |  6  |    11    |  5  |  4   |  11 |  1  |  4  |  0  |  1  |
|    special    |  8  |    9     |  3  |  9   |  6  |  2  |  2  |  0  |  2  |
|     large     |  6  |    8     |  6  |  2   |  0  |  8  |  2  |  1  |  3  |
|       4       |  73 |   159    |  77 | 159  |  23 |  27 |  40 |  39 |  67 |
|     H.U.F.    |  6  |    0     |  0  |  0   |  0  |  0  |  0  |  0  |  0  |
|    assessee   |  6  |    30    |  22 |  18  |  8  |  30 |  10 |  8  |  7  |
|      read     |  11 |    21    |  14 |  10  |  3  |  8  |  7  |  0  |  21 |
|      M/s      |  6  |    5     |  4  |  5   |  0  |  0  |  1  |  0  |  0  |
|    position   |  6  |    6     |  2  |  6   |  0  |  1  |  4  |  2  |  1  |
|       K.      |  8  |    2     |  1  |  2   |  0  |  0  |  2  |  0  |  0  |
|     clause    |  6  |    12    |  5  |  4   |  1  |  5  |  11 |  0  |  12 |
|    service    |  10 |   111    | 111 |  24  |  5  |  0  |  8  |  0  |  79 |
|       A.      |  14 |    8     |  1  |  8   |  2  |  0  |  1  |  1  |  0  |
|      open     |  6  |    9     |  4  |  9   |  0  |  5  |  6  |  2  |  1  |
|      it.      |  9  |    9     |  5  |  9   |  2  |  5  |  5  |  0  |  1  |
|     appeal    |  6  |    37    |  9  |  37  |  26 |  32 |  35 |  0  |  5  |
|     proper    |  8  |    22    |  16 |  17  |  0  |  7  |  22 |  2  |  15 |
|    pointed    |  6  |    10    |  4  |  10  |  0  |  1  |  3  |  0  |  0  |
|     issue     |  7  |    32    |  29 |  32  |  1  |  14 |  11 |  1  |  13 |
|   therefore   |  7  |    19    |  19 |  5   |  4  |  6  |  16 |  1  |  3  |
|   respondent  |  10 |    56    |  33 |  56  |  5  |  24 |  20 |  4  |  1  |
|      come     |  23 |    41    |  27 |  41  |  7  |  13 |  8  |  3  |  23 |
|       50      |  22 |    42    |  21 |  42  |  2  |  10 |  6  |  0  |  5  |
|      firm     |  9  |    46    |  12 |  46  |  2  |  39 |  11 |  2  |  24 |
|     Nadar     |  6  |    11    |  0  |  11  |  0  |  4  |  0  |  0  |  0  |
|    exporter   |  7  |    7     |  3  |  1   |  0  |  0  |  2  |  2  |  7  |
|      find     |  17 |    18    |  11 |  14  |  3  |  5  |  18 |  6  |  0  |
|       s.      |  68 |   172    | 108 | 172  |  8  |  55 |  57 |  16 |  46 |
|     Chand     |  9  |    4     |  4  |  1   |  1  |  0  |  0  |  0  |  0  |
|       27      |  7  |    20    |  1  |  20  |  0  |  1  |  1  |  2  |  1  |
|     title     |  8  |    8     |  8  |  8   |  2  |  6  |  7  |  4  |  8  |
|      hold     |  32 |    38    |  29 |  21  |  1  |  6  |  26 |  3  |  38 |
|      gain     |  10 |    51    |  10 |  51  |  4  |  12 |  29 |  1  |  17 |
|     asset     |  7  |    5     |  1  |  2   |  0  |  3  |  4  |  0  |  5  |
|       go      |  21 |    68    |  68 |  64  |  5  |  11 |  31 |  5  |  32 |
|      used     |  6  |    12    |  12 |  11  |  4  |  9  |  5  |  7  |  5  |
|    follows    |  8  |    9     |  1  |  3   |  1  |  0  |  0  |  1  |  9  |
|     object    |  9  |    14    |  11 |  9   |  0  |  3  |  14 |  5  |  2  |
|      Tax      |  7  |    12    |  7  |  12  |  3  |  4  |  2  |  0  |  3  |
|      way      |  11 |    14    |  10 |  14  |  1  |  4  |  5  |  1  |  13 |
|    advance    |  7  |    7     |  2  |  3   |  0  |  1  |  2  |  0  |  7  |
|      real     |  6  |    12    |  4  |  12  |  1  |  4  |  3  |  2  |  3  |
|      (e)      |  8  |    6     |  6  |  3   |  2  |  0  |  0  |  0  |  5  |
|     Income    |  12 |    28    |  13 |  28  |  7  |  7  |  4  |  1  |  14 |
|      name     |  7  |    22    |  11 |  22  |  0  |  11 |  2  |  0  |  8  |
|    Company    |  6  |    12    |  5  |  12  |  0  |  0  |  1  |  0  |  6  |
|   plaintiff   |  7  |    52    |  5  |  52  |  0  |  23 |  19 |  0  |  2  |
|     prove     |  10 |    3     |  3  |  1   |  0  |  3  |  1  |  1  |  0  |
|       5       |  99 |   184    |  89 | 184  |  16 |  48 |  37 |  48 |  35 |
|       :       |  38 |    36    |  22 |  25  |  5  |  4  |  5  |  4  |  36 |
|      see      |  23 |    37    |  32 |  37  |  8  |  34 |  16 |  11 |  9  |
|     taking    |  7  |    8     |  2  |  8   |  0  |  3  |  4  |  1  |  3  |
|      man      |  18 |    49    |  21 |  49  |  4  |  19 |  17 |  3  |  41 |
|    venture    |  6  |    0     |  0  |  0   |  0  |  0  |  0  |  0  |  0  |
|     result    |  6  |    10    |  9  |  5   |  1  |  4  |  10 |  1  |  0  |
|     earned    |  8  |    20    |  20 |  3   |  2  |  12 |  10 |  0  |  1  |
|    petition   |  6  |    26    |  13 |  26  |  3  |  11 |  4  |  0  |  1  |
|      base     |  7  |    4     |  4  |  4   |  1  |  2  |  2  |  1  |  2  |
|     admit     |  6  |    7     |  4  |  7   |  2  |  1  |  1  |  0  |  0  |
|       P.      |  17 |    36    |  3  |  36  |  2  |  6  |  11 |  0  |  0  |
|     liquor    |  7  |    6     |  6  |  3   |  0  |  0  |  0  |  0  |  1  |
|      Har      |  6  |    7     |  7  |  4   |  2  |  0  |  0  |  0  |  0  |
|     others    |  8  |    7     |  7  |  3   |  1  |  0  |  0  |  0  |  1  |
|     export    |  18 |    21    |  14 |  4   |  0  |  2  |  3  |  3  |  21 |
|       17      |  9  |    11    |  11 |  11  |  2  |  3  |  4  |  11 |  1  |
|      rise     |  6  |    10    |  9  |  10  |  6  |  5  |  7  |  3  |  8  |
|    taxable    |  7  |    22    |  19 |  3   |  3  |  0  |  1  |  0  |  22 |
|      tion     | 281 |   560    | 512 | 560  |  86 | 169 | 365 |  52 | 305 |
|      Raj      |  8  |    9     |  2  |  9   |  0  |  0  |  4  |  0  |  0  |
|    conduct    |  6  |    8     |  8  |  1   |  1  |  2  |  0  |  1  |  2  |
|      rule     |  6  |    18    |  16 |  12  |  1  |  4  |  13 |  6  |  18 |
|      term     |  27 |    32    |  32 |  19  |  2  |  10 |  21 |  9  |  14 |
|      even     |  10 |    28    |  28 |  20  |  1  |  10 |  10 |  9  |  6  |
|       26      |  8  |    20    |  6  |  20  |  0  |  4  |  3  |  1  |  6  |
|     reason    |  10 |    16    |  16 |  9   |  2  |  5  |  11 |  6  |  1  |
|     refer     |  11 |    29    |  19 |  29  |  5  |  10 |  9  |  3  |  15 |
|    register   |  8  |    9     |  8  |  8   |  0  |  1  |  5  |  0  |  9  |
|       15      |  9  |    25    |  15 |  24  |  3  |  5  |  3  |  25 |  5  |
|      Ram      |  8  |    3     |  3  |  1   |  0  |  0  |  0  |  1  |  0  |
|       us      | 120 |   182    | 182 | 153  |  31 |  83 | 122 |  26 |  99 |
|     state     |  17 |    68    |  18 |  68  |  5  |  18 |  24 |  0  |  29 |
|       6       |  95 |   196    |  76 | 196  |  17 |  45 |  25 |  21 |  35 |
|     follow    |  25 |    14    |  11 |  13  |  2  |  1  |  1  |  1  |  14 |
|    purchase   |  6  |    23    |  4  |  9   |  1  |  5  |  23 |  5  |  13 |
|       ex      | 107 |   145    | 145 |  97  |  25 |  47 |  86 |  23 |  77 |
|      able     |  25 |    73    |  73 |  54  |  16 |  18 |  39 |  6  |  50 |
|     Others    |  6  |    0     |  0  |  0   |  0  |  0  |  0  |  0  |  0  |
|      post     |  8  |    12    |  11 |  12  |  0  |  2  |  5  |  0  |  4  |
|    graduate   |  7  |    6     |  5  |  6   |  0  |  0  |  0  |  0  |  0  |
|     valid     |  7  |    10    |  10 |  5   |  0  |  3  |  5  |  0  |  0  |
|       B       |  70 |    97    |  45 |  97  |  7  |  33 |  25 |  4  |  23 |
|      less     |  13 |    11    |  11 |  7   |  0  |  5  |  6  |  2  |  7  |
|     Export    |  7  |    9     |  9  |  1   |  1  |  2  |  0  |  1  |  2  |
|    partners   |  14 |    62    |  31 |  61  |  3  |  62 |  0  |  2  |  17 |
|       M.      |  9  |    18    |  5  |  18  |  2  |  0  |  2  |  0  |  0  |
|     carry     |  11 |    6     |  5  |  6   |  1  |  1  |  2  |  4  |  2  |
|    exported   |  7  |    4     |  4  |  2   |  0  |  2  |  0  |  1  |  3  |
|    artsilk    |  6  |    0     |  0  |  0   |  0  |  0  |  0  |  0  |  0  |
|      sent     |  13 |    34    |  15 |  34  |  4  |  20 |  23 |  3  |  9  |
|      ship     |  15 |    44    |  27 |  44  |  4  |  38 |  4  |  2  |  21 |
|      est      | 108 |   121    |  86 | 121  |  39 |  45 |  53 |  29 |  60 |
|       19      | 124 |   264    |  71 | 264  |  20 |  28 |  43 |  8  |  45 |
|      good     |  14 |    56    |  56 |  18  |  2  |  4  |  7  |  1  |  31 |
|      lal      |  11 |    2     |  1  |  2   |  0  |  2  |  0  |  0  |  0  |
|       ,       | 327 |   802    | 535 | 802  | 104 | 226 | 318 |  92 | 470 |
|       91      |  9  |    6     |  6  |  4   |  0  |  1  |  1  |  0  |  2  |
|      ing      | 240 |   371    | 291 | 371  |  53 | 190 | 278 |  45 | 227 |
|     holder    |  23 |    33    |  17 |  9   |  0  |  1  |  11 |  3  |  33 |
|      use      |  25 |    58    |  58 |  39  |  9  |  25 |  32 |  11 |  33 |
|      rely     |  6  |    13    |  13 |  7   |  0  |  4  |  1  |  4  |  1  |
|       1.      |  6  |    21    |  11 |  21  |  4  |  4  |  7  |  2  |  5  |
|      (6A)     |  6  |    1     |  0  |  0   |  0  |  0  |  0  |  0  |  1  |
|       8.      |  8  |    10    |  6  |  10  |  3  |  1  |  0  |  1  |  3  |
|       -       |  55 |   190    |  83 | 190  |  20 |  71 |  92 |  14 | 137 |
|       65      |  9  |    8     |  4  |  8   |  0  |  2  |  2  |  1  |  2  |
|       V       |  14 |    10    |  10 |  5   |  0  |  4  |  4  |  1  |  8  |
|       10      |  13 |    29    |  20 |  29  |  5  |  9  |  8  |  7  |  16 |
|     drawn     |  7  |    6     |  2  |  6   |  0  |  1  |  3  |  0  |  0  |
|     ratio     |  14 |    68    |  36 |  68  |  12 |  18 |  26 |  4  |  23 |
|      ver      |  48 |   155    | 106 | 155  |  9  |  45 |  78 |  11 |  65 |
|   represent   |  8  |    17    |  3  |  17  |  0  |  12 |  14 |  2  |  3  |
|      draw     |  8  |    9     |  4  |  9   |  1  |  1  |  3  |  0  |  0  |
|      line     |  9  |    5     |  5  |  4   |  1  |  0  |  1  |  0  |  3  |
|      add      |  6  |    10    |  10 |  9   |  1  |  1  |  7  |  1  |  6  |
|       1)      |  11 |    24    |  17 |  18  |  5  |  8  |  13 |  4  |  24 |
|     actual    |  7  |    10    |  10 |  5   |  1  |  0  |  4  |  3  |  1  |
|       24      |  6  |    13    |  9  |  13  |  0  |  0  |  3  |  8  |  2  |
|       "I      |  8  |    4     |  3  |  0   |  0  |  1  |  0  |  0  |  4  |
|       12      |  7  |    22    |  22 |  19  |  7  |  9  |  4  |  1  |  8  |
|       8       |  68 |   127    |  43 | 127  |  18 |  21 |  19 |  32 |  21 |
|     profit    |  15 |    14    |  9  |  13  |  1  |  14 |  2  |  3  |  13 |
|       H.      |  7  |    1     |  0  |  1   |  0  |  0  |  1  |  0  |  0  |
|      put      |  7  |    30    |  24 |  30  |  2  |  10 |  10 |  1  |  16 |
|     erred     |  7  |    36    |  13 |  36  |  3  |  7  |  11 |  0  |  15 |
|     accord    |  7  |    24    |  11 |  13  |  1  |  4  |  24 |  1  |  4  |
|      led      |  25 |    83    |  38 |  83  |  12 |  33 |  31 |  2  |  27 |
|   interpret   |  8  |    4     |  3  |  0   |  2  |  2  |  4  |  0  |  0  |
|   missioners  |  23 |    0     |  0  |  0   |  0  |  0  |  0  |  0  |  0  |
|       .       | 739 |   1025   | 614 | 1025 | 105 | 322 | 445 | 121 | 297 |
|      turn     |  6  |    8     |  2  |  3   |  0  |  3  |  0  |  1  |  8  |
|      mean     |  12 |    12    |  12 |  6   |  1  |  4  |  9  |  0  |  8  |
|      act      | 107 |    80    |  80 |  63  |  11 |  46 |  55 |  36 |  60 |
|      S.C.     |  11 |    3     |  0  |  3   |  0  |  1  |  0  |  1  |  0  |
|     herein    |  6  |    33    |  8  |  33  |  6  |  5  |  4  |  1  |  6  |
|    present    |  9  |    31    |  13 |  31  |  4  |  13 |  20 |  2  |  6  |
|    cultural   |  13 |    12    |  6  |  5   |  12 |  2  |  5  |  0  |  2  |
|       B.      |  12 |    19    |  7  |  19  |  2  |  0  |  2  |  0  |  1  |
|     round     |  8  |    13    |  10 |  10  |  2  |  13 |  8  |  1  |  2  |
|       T.      |  15 |    7     |  7  |  1   |  0  |  0  |  0  |  1  |  1  |
|      rest     |  21 |    30    |  17 |  30  |  14 |  7  |  21 |  2  |  17 |
|     agree     |  8  |    12    |  4  |  10  |  0  |  12 |  5  |  1  |  4  |
|       72      |  8  |    11    |  1  |  11  |  0  |  6  |  9  |  7  |  4  |
|      call     |  10 |    14    |  6  |  14  |  4  |  3  |  4  |  0  |  8  |
|      silk     |  7  |    0     |  0  |  0   |  0  |  0  |  0  |  0  |  0  |
|       66      |  10 |    10    |  4  |  10  |  1  |  5  |  1  |  2  |  1  |
|      aid      |  36 |    57    |  45 |  57  |  6  |  16 |  35 |  1  |  19 |
|      port     |  63 |    62    |  62 |  38  |  9  |  17 |  35 |  14 |  50 |
|     action    |  8  |    11    |  5  |  5   |  0  |  6  |  6  |  2  |  11 |
|       18      |  9  |    8     |  5  |  6   |  8  |  3  |  1  |  6  |  3  |
|      ase      |  73 |   117    |  72 |  70  |  22 |  37 | 117 |  9  |  53 |
|       57      |  7  |    3     |  2  |  3   |  0  |  1  |  0  |  1  |  0  |
|       62      |  6  |    13    |  4  |  13  |  0  |  1  |  2  |  1  |  3  |
+---------------+-----+----------+-----+------+-----+-----+-----+-----+-----+
